Filename,Max,Min,Sum,Mean,StdDev
"y4_r2235_c0.ome.tif",0,9193,1.75303e+08,167.182,552.541
"y9_r2410_c0.ome.tif",0,65535,2.16322e+09,2063.01,6435.08
"y5_r442_c1.ome.tif",0,53,382977,0.365235,1.58699
"y4_r2154_c0.ome.tif",0,4479,1.22499e+08,116.824,300.389
"y5_r416_c0.ome.tif",0,157,1.62817e+06,1.55275,5.84422
"y4_r2180_c1.ome.tif",0,3,91568,0.087326,0.348738
"y1_r1076_c1.ome.tif",0,24279,5.96732e+08,569.088,1553.6
"y0_r187_c0.ome.tif",0,29,622856,0.594002,1.89536
"y4_r1740_c0.ome.tif",0,3740,8.58e+07,81.8252,264.283
"y2_r1625_c0.ome.tif",0,11,463484,0.442013,1.12193
"y0_r375_c1.ome.tif",0,125,1.36078e+06,1.29774,4.29635
"y2_r1651_c1.ome.tif",0,255,7.2028e+06,6.86912,18.8299
"y0_r349_c0.ome.tif",0,37,834272,0.795624,2.67219
"y6_r523_c0.ome.tif",0,46,87178,0.0831394,0.831371
"y1_r1238_c1.ome.tif",0,19206,6.11923e+08,583.575,1663.48
"y4_r2108_c1.ome.tif",0,65534,1.78354e+09,1700.92,6082.26
"y1_r852_c0.ome.tif",0,45089,8.43297e+08,804.231,2655.05
"y4_r1902_c0.ome.tif",0,8604,1.34298e+08,128.077,410.195
"y6_r711_c1.ome.tif",0,9,31504,0.0300446,0.208796
"y8_r1421_c0.ome.tif",0,34468,2.07744e+09,1981.2,4869.15
"y9_r2489_c0.ome.tif",0,65535,2.80362e+09,2673.74,7231.03
"y4_r1821_c0.ome.tif",0,10619,1.90056e+08,181.251,605.102
"y0_r268_c0.ome.tif",0,34,1.25886e+06,1.20055,2.69289
"y1_r1157_c1.ome.tif",0,18859,1.729e+08,164.891,705.197
"y4_r2027_c1.ome.tif",0,3,97197,0.0926943,0.389678
"y6_r630_c1.ome.tif",0,6,17725,0.0169039,0.141002
"y8_r1340_c0.ome.tif",0,48316,5.41276e+08,516.201,2522.97
"y0_r294_c1.ome.tif",0,49,439931,0.419551,1.60209
"y1_r933_c0.ome.tif",0,44136,6.04037e+08,576.055,2179.65
"y6_r604_c0.ome.tif",0,69,870312,0.829994,3.37713
"y0_r79_c0.ome.tif",0,38,1.33446e+06,1.27264,3.08941
"y8_r1502_c0.ome.tif",0,31738,2.12484e+09,2026.41,4532.7
"y0_r339_c1.ome.tif",0,63,1.21434e+06,1.15809,3.61685
"y6_r513_c1.ome.tif",0,25,252651,0.240947,1.03555
"y1_r842_c1.ome.tif",0,47079,1.84133e+07,17.5603,403.318
"y8_r1411_c1.ome.tif",0,47921,1.92584e+09,1836.63,3731.12
"y4_r1704_c0.ome.tif",0,8938,1.68206e+08,160.414,538.69
"y9_r2398_c1.ome.tif",0,65477,1.00125e+09,954.865,3323.04
"y1_r816_c0.ome.tif",0,22452,4.84307e+08,461.871,1396.13
"y4_r2271_c0.ome.tif",0,7851,1.89817e+08,181.024,565.768
"y2_r1615_c1.ome.tif",0,36,1.93979e+06,1.84993,4.02259
"y4_r1730_c1.ome.tif",0,3,85341,0.0813875,0.356785
"y0_r177_c1.ome.tif",0,24,827994,0.789637,3.00862
"y1_r923_c1.ome.tif",0,26954,7.54873e+07,71.9903,374.721
"y8_r1304_c0.ome.tif",0,28798,2.31589e+09,2208.6,4674.72
"y0_r69_c1.ome.tif",0,21,301402,0.287439,1.70801
"y4_r2190_c0.ome.tif",0,8673,1.11671e+08,106.498,435.531
"y9_r2479_c1.ome.tif",0,65210,2.39715e+09,2286.1,6249.6
"y8_r1330_c1.ome.tif",0,25414,1.06689e+09,1017.46,2395.88
"y0_r258_c1.ome.tif",0,16,799915,0.762858,2.24175
"y4_r1811_c1.ome.tif",0,3,60388,0.0575905,0.315114
"y5_r452_c0.ome.tif",0,30,499823,0.476668,1.59861
"y2_r1661_c0.ome.tif",0,51,1.90798e+06,1.81959,4.21715
"y6_r721_c0.ome.tif",0,44,396139,0.377788,2.03033
"y1_r1248_c0.ome.tif",0,1176,6.36419e+07,60.6937,133.173
"y4_r2118_c0.ome.tif",0,5862,8.30858e+07,79.2368,336.708
"y5_r406_c1.ome.tif",0,38,118784,0.113281,0.489167
"y9_r2400_c1.ome.tif",0,37315,2.16455e+08,206.428,911.37
"y4_r2144_c1.ome.tif",0,3,5993,0.00571537,0.0954574
"y1_r1086_c0.ome.tif",0,862,3.15667e+07,30.1044,70.7501
"y1_r1193_c1.ome.tif",0,20625,3.25038e+08,309.981,917.219
"y4_r2063_c1.ome.tif",0,65524,1.42078e+09,1354.97,4962.93
"y4_r2225_c1.ome.tif",0,21211,1.4921e+08,142.298,412.721
"y6_r640_c0.ome.tif",0,43,311107,0.296695,2.18554
"y1_r1167_c0.ome.tif",0,933,4.35526e+07,41.535,87.0175
"y4_r2037_c0.ome.tif",0,5930,1.23687e+08,117.957,377.231
"y6_r492_c1.ome.tif",0,20,319601,0.304795,1.09573
"y4_r1871_c1.ome.tif",0,3,98550,0.0939846,0.396463
"y4_r1683_c0.ome.tif",0,96,1.19513e+06,1.13976,5.71882
"y8_r1390_c1.ome.tif",0,15817,5.32786e+08,508.104,1129.52
"y8_r1526_c0.ome.tif",0,30416,2.92958e+09,2793.86,5663.78
"y1_r957_c0.ome.tif",0,45785,4.91708e+08,468.93,1995.47
"y6_r628_c0.ome.tif",0,68,465473,0.44391,2.2769
"y6_r654_c1.ome.tif",0,13,175738,0.167597,0.655893
"y8_r1364_c0.ome.tif",0,45218,2.82586e+09,2694.95,6419.2
"y1_r983_c1.ome.tif",0,65482,6.35071e+07,60.5651,636.394
"y8_r1552_c1.ome.tif",0,31830,1.4892e+09,1420.21,2966.22
"y9_r2307_c1.ome.tif",0,63685,1.03535e+09,987.389,3277.24
"y4_r1845_c0.ome.tif",0,7279,1.61409e+08,153.931,504.833
"y2_r1594_c1.ome.tif",0,43,1.58098e+06,1.50774,3.65718
"y4_r1952_c1.ome.tif",0,65532,9.84537e+08,938.928,4444.83
"y6_r573_c1.ome.tif",0,14,55429,0.0528612,0.400487
"y8_r1283_c0.ome.tif",0,26027,2.41579e+09,2303.88,4636.37
"y8_r1471_c1.ome.tif",0,30857,1.64333e+09,1567.2,3053.49
"y2_r1649_c0.ome.tif",0,125,5.26146e+06,5.01772,11.3388
"y4_r1764_c0.ome.tif",0,9192,1.74297e+08,166.222,572.503
"y6_r709_c0.ome.tif",0,34,163503,0.155929,1.31687
"y8_r1445_c0.ome.tif",0,34987,2.63875e+09,2516.5,5361.68
"y6_r735_c1.ome.tif",0,15,195719,0.186652,0.784124
"y6_r547_c0.ome.tif",0,34,125213,0.119412,0.965477
"y4_r1926_c0.ome.tif",0,5998,1.42909e+08,136.289,406.627
"y1_r876_c0.ome.tif",0,42234,2.52387e+08,240.695,970.987
"y2_r1675_c1.ome.tif",0,18,239442,0.22835,0.827478
"y4_r1790_c1.ome.tif",0,65497,1.21001e+09,1153.95,4614.54
"y0_r132_c0.ome.tif",0,42,1.28289e+06,1.22346,2.96478
"y1_r1021_c1.ome.tif",0,64244,2.26612e+08,216.114,1744.4
"y0_r320_c1.ome.tif",0,131,785936,0.749527,3.89333
"y9_r2541_c1.ome.tif",0,53340,1.43024e+09,1363.98,3816.39
"y5_r385_c1.ome.tif",0,27,186744,0.178093,0.792154
"y4_r2097_c0.ome.tif",0,3696,1.334e+08,127.22,318.394
"y9_r2353_c0.ome.tif",0,65535,2.22639e+09,2123.25,6433.27
"y4_r1718_c1.ome.tif",0,65480,1.00406e+09,957.544,3449.73
"y4_r2259_c0.ome.tif",0,10073,1.64942e+08,157.301,535.561
"y9_r2515_c0.ome.tif",0,65535,2.66775e+09,2544.17,7214.5
"y1_r1102_c1.ome.tif",0,14222,5.54219e+08,528.545,1229.54
"y0_r213_c0.ome.tif",0,27,803925,0.766683,2.06219
"y0_r50_c1.ome.tif",0,25,770019,0.734347,2.84946
"y6_r781_c0.ome.tif",0,31,450149,0.429296,1.81814
"y9_r2434_c0.ome.tif",0,65535,2.40826e+09,2296.69,6644.27
"y4_r2178_c0.ome.tif",0,8519,1.73097e+08,165.078,540.748
"y5_r466_c1.ome.tif",0,4,10540,0.0100517,0.108921
"y0_r24_c0.ome.tif",0,31,1.28026e+06,1.22095,2.80637
"y9_r2460_c1.ome.tif",0,62816,9.85761e+08,940.095,2918.51
"y8_r1318_c1.ome.tif",0,41375,1.80184e+09,1718.37,3695.51
"y9_r2317_c0.ome.tif",0,65535,2.01351e+09,1920.23,6023.31
"y8_r1562_c0.ome.tif",0,34880,3.44943e+09,3289.63,6325.57
"y4_r2249_c1.ome.tif",0,65510,1.13206e+09,1079.61,5108.45
"y6_r664_c0.ome.tif",0,39,198205,0.189023,1.23853
"y1_r993_c0.ome.tif",0,33387,5.6119e+08,535.193,1671.17
"y9_r2505_c1.ome.tif",0,58909,1.2763e+09,1217.17,3704.24
"y0_r122_c1.ome.tif",0,25,1.31413e+06,1.25325,3.75352
"y4_r2087_c1.ome.tif",0,52167,8.3508e+08,796.394,3054.93
"y9_r2343_c1.ome.tif",0,65204,8.92666e+08,851.313,3408.81
"y4_r1881_c0.ome.tif",0,15964,1.96159e+08,187.072,578.201
"y6_r690_c1.ome.tif",0,16,173155,0.165133,0.678468
"y6_r745_c0.ome.tif",0,49,424014,0.404371,2.23299
"y0_r14_c1.ome.tif",0,23,1.02981e+06,0.982107,3.0807
"y0_r203_c1.ome.tif",0,26,1.15543e+06,1.1019,3.44358
"y4_r1962_c0.ome.tif",0,16393,2.13977e+08,204.064,698.594
"y9_r2424_c1.ome.tif",0,58080,1.66395e+09,1586.86,4352.47
"y6_r583_c0.ome.tif",0,56,259338,0.247324,2.01183
"y4_r2168_c1.ome.tif",0,3,65492,0.062458,0.291882
"y6_r771_c1.ome.tif",0,24,202838,0.193441,0.851702
"y8_r1481_c0.ome.tif",0,40764,2.16293e+09,2062.74,4421.39
"y6_r537_c1.ome.tif",0,29,220402,0.210192,0.913348
"y1_r866_c1.ome.tif",0,19127,7.07499e+07,67.4724,456.535
"y4_r1916_c1.ome.tif",0,3,88455,0.0843573,0.366937
"y4_r1728_c0.ome.tif",0,7080,1.58905e+08,151.543,481.057
"y8_r1435_c1.ome.tif",0,14940,4.1242e+08,393.315,1107.59
"y4_r1754_c1.ome.tif",0,3,100273,0.0956278,0.396557
"y5_r395_c0.ome.tif",0,34,739737,0.705468,2.12581
"y2_r1639_c1.ome.tif",0,60,1.29321e+06,1.2333,3.58811
"y9_r2551_c0.ome.tif",0,65535,3.59917e+09,3432.43,9017.03
"y8_r1273_c1.ome.tif",0,21944,1.15968e+09,1105.96,2338.35
"y8_r1409_c0.ome.tif",0,26902,1.82362e+09,1739.14,3931.61
"y1_r1031_c0.ome.tif",0,23309,2.26373e+08,215.886,700.095
"y0_r330_c0.ome.tif",0,31,98319,0.0937643,0.863531
"y9_r2470_c0.ome.tif",0,65535,2.8049e+09,2674.97,7764.4
"y1_r947_c1.ome.tif",0,61739,7.09658e+08,676.782,2587.31
"y6_r618_c1.ome.tif",0,16,94253,0.0898867,0.553277
"y8_r1328_c0.ome.tif",0,32701,9.62939e+08,918.33,2870.87
"y8_r1516_c1.ome.tif",0,27551,7.6585e+08,730.371,1792.46
"y4_r1809_c0.ome.tif",0,6875,8.93991e+07,85.2577,353.977
"y4_r1835_c1.ome.tif",0,3,89075,0.0849485,0.373622
"y8_r1354_c1.ome.tif",0,19261,7.39998e+08,705.717,1623.46
"y1_r1112_c0.ome.tif",0,1279,5.96248e+07,56.8627,125.256
"y0_r60_c0.ome.tif",0,33,905132,0.863201,2.20735
"y8_r1570_c1.ome.tif",0,30511,2.84119e+08,270.957,1272.01
"y4_r1863_c0.ome.tif",0,8499,1.03609e+08,98.8094,433.345
"y9_r2325_c1.ome.tif",0,53363,1.19699e+09,1141.53,3399.56
"y1_r1199_c1.ome.tif",0,21101,6.08599e+08,580.405,1769.28
"y4_r2069_c1.ome.tif",0,3,87902,0.0838299,0.364839
"y6_r484_c0.ome.tif",0,31,249642,0.238077,1.47255
"y8_r1382_c0.ome.tif",0,28715,2.19796e+09,2096.14,4490.71
"y6_r672_c1.ome.tif",0,39,242754,0.231508,0.926292
"y0_r104_c1.ome.tif",0,27,1.82431e+06,1.73979,4.22762
"y1_r975_c0.ome.tif",0,37074,5.7834e+08,551.548,1810
"y6_r646_c0.ome.tif",0,24,236516,0.225559,1.1762
"y8_r1544_c0.ome.tif",0,48616,1.98711e+09,1895.06,5101.19
"y6_r565_c0.ome.tif",0,62,570989,0.544538,2.68329
"y9_r2406_c1.ome.tif",0,32029,4.60803e+08,439.456,1506.92
"y4_r1944_c0.ome.tif",0,10483,2.06009e+08,196.465,634.179
"y1_r894_c0.ome.tif",0,18176,5.89408e+08,562.103,1393.25
"y8_r1463_c0.ome.tif",0,37864,1.30246e+09,1242.12,3841.03
"y6_r753_c1.ome.tif",0,12,38889,0.0370874,0.291936
"y6_r727_c0.ome.tif",0,29,458082,0.436861,2.02329
"y6_r591_c1.ome.tif",0,14,274575,0.261855,0.897837
"y4_r1970_c1.ome.tif",0,3,4998,0.00476646,0.0879133
"y2_r1667_c0.ome.tif",0,27,1.33629e+06,1.27439,2.95613
"y4_r1782_c0.ome.tif",0,6053,1.2775e+08,121.832,382.608
"y1_r1013_c0.ome.tif",0,33996,5.58671e+08,532.79,1748.73
"y0_r312_c0.ome.tif",0,50,856266,0.816599,2.52667
"y1_r1201_c1.ome.tif",0,20587,3.28642e+08,313.417,969.755
"y4_r2277_c0.ome.tif",0,11164,1.09806e+08,104.719,457.316
"y9_r2533_c0.ome.tif",0,65535,7.09114e+08,676.264,3423.69
"y8_r1255_c1.ome.tif",0,26193,4.8938e+08,466.709,1596.07
"y4_r1736_c1.ome.tif",0,3,54474,0.0519505,0.296306
"y9_r2371_c0.ome.tif",0,64175,2.32927e+09,2221.37,6459.4
"y0_r150_c0.ome.tif",0,30,682319,0.65071,1.96184
"y8_r1417_c1.ome.tif",0,14665,6.7668e+08,645.333,1474.41
"y6_r519_c1.ome.tif",0,24,342976,0.327087,1.19536
"y1_r848_c1.ome.tif",0,63584,1.50357e+08,143.392,1436.19
"y9_r2290_c0.ome.tif",0,65535,3.23477e+09,3084.92,8316.88
"y0_r42_c0.ome.tif",0,24,767322,0.731775,2.15185
"y8_r1336_c1.ome.tif",0,40870,1.42157e+09,1355.71,2742.45
"y4_r1817_c1.ome.tif",0,65523,9.88195e+08,942.416,3858.45
"y5_r458_c0.ome.tif",0,42,990790,0.944891,2.70273
"y9_r2452_c0.ome.tif",0,65535,2.91735e+09,2782.2,7588.63
"y4_r2196_c0.ome.tif",0,6445,1.25e+08,119.209,380.666
"y1_r1120_c1.ome.tif",0,21018,2.86782e+08,273.496,1129.97
"y0_r231_c0.ome.tif",0,32,1.15334e+06,1.09991,2.75033
"y1_r929_c1.ome.tif",0,39370,1.545e+08,147.343,900.404
"y0_r140_c1.ome.tif",0,22,1.93196e+06,1.84246,3.83324
"y0_r5_c1.ome.tif",0,50,1.09153e+06,1.04096,4.33326
"y9_r2361_c1.ome.tif",0,65443,2.13965e+09,2040.53,6130.25
"y0_r302_c1.ome.tif",0,68,1.17796e+06,1.12339,3.11757
"y0_r114_c0.ome.tif",0,62,1.24601e+06,1.18829,3.34184
"y1_r1003_c1.ome.tif",0,47902,2.66303e+08,253.967,1087.85
"y9_r2335_c0.ome.tif",0,65535,1.52457e+09,1453.94,5638.43
"y8_r1580_c0.ome.tif",0,29993,2.77735e+09,2648.68,5322.38
"y4_r2079_c0.ome.tif",0,9950,1.13602e+08,108.34,453.964
"y9_r2523_c1.ome.tif",0,61527,8.15369e+08,777.597,2811.08
"y4_r2267_c1.ome.tif",0,65532,1.03776e+09,989.687,4718.56
"y6_r682_c0.ome.tif",0,36,170367,0.162475,1.23108
"y0_r221_c1.ome.tif",0,22,1.44713e+06,1.38009,3.90821
"y4_r2186_c1.ome.tif",0,3,53694,0.0512066,0.28495
"y9_r2442_c1.ome.tif",0,39391,8.90013e+08,848.783,2801.05
"y4_r1980_c0.ome.tif",0,6806,5.05794e+07,48.2363,206.764
"y0_r32_c1.ome.tif",0,35,2.30507e+06,2.19829,4.72301
"y5_r448_c1.ome.tif",0,11,23334,0.022253,0.188506
"y9_r2416_c0.ome.tif",0,65535,3.64708e+09,3478.12,8838.22
"y6_r763_c0.ome.tif",0,45,558590,0.532713,2.66378
"y8_r1291_c1.ome.tif",0,27546,1.61859e+09,1543.6,3161.29
"y4_r1772_c1.ome.tif",0,3,78678,0.0750332,0.334863
"y2_r1657_c1.ome.tif",0,17,281523,0.268481,0.863151
"y1_r858_c0.ome.tif",0,22716,3.93293e+08,375.073,1382.73
"y4_r1908_c0.ome.tif",0,6546,9.95733e+07,94.9605,386.403
"y6_r529_c0.ome.tif",0,26,256776,0.244881,1.44844
"y8_r1427_c0.ome.tif",0,29411,2.11849e+09,2020.35,4432.82
"y6_r717_c1.ome.tif",0,19,202779,0.193385,0.777615
"y4_r1746_c0.ome.tif",0,7505,1.43895e+08,137.229,445.082
"y8_r1453_c1.ome.tif",0,28745,1.56033e+09,1488.04,2983.75
"y1_r884_c1.ome.tif",0,17913,6.8342e+07,65.176,436.128
"y4_r1934_c1.ome.tif",0,2,36891,0.035182,0.210297
"y6_r555_c1.ome.tif",0,18,296402,0.282671,1.09112
"y8_r1265_c0.ome.tif",0,32426,5.72381e+08,545.865,2203.58
"y1_r1211_c0.ome.tif",0,1214,4.89223e+07,46.656,103.529
"y8_r1372_c1.ome.tif",0,25456,1.21332e+09,1157.11,2669.43
"y6_r474_c1.ome.tif",0,19,278056,0.265175,1.01358
"y4_r1853_c1.ome.tif",0,65522,9.10319e+08,868.147,4056.45
"y1_r939_c0.ome.tif",0,27339,2.63519e+08,251.312,893.809
"y8_r1508_c0.ome.tif",0,38817,1.96609e+09,1875.01,3938.31
"y4_r2000_c0.ome.tif",0,8294,1.32959e+08,126.799,428.011
"y1_r1130_c0.ome.tif",0,4088,5.24922e+07,50.0605,140.985
"y8_r1534_c1.ome.tif",0,17648,1.36623e+09,1302.94,2506.14
"y4_r1827_c0.ome.tif",0,10754,1.47669e+08,140.828,476.128
"y6_r636_c1.ome.tif",0,16,209254,0.19956,0.816181
"y8_r1346_c0.ome.tif",0,37711,1.79892e+09,1715.59,4318.5
"y1_r965_c1.ome.tif",0,50102,2.4776e+08,236.282,1233.74
"y4_r1691_c1.ome.tif",0,58,555798,0.53005,1.7646
"y6_r718_c0.ome.tif",0,33,348798,0.33264,1.68957
"y8_r1480_c1.ome.tif",0,33062,2.15002e+09,2050.41,4183.22
"y2_r1658_c0.ome.tif",0,33,1.54489e+06,1.47332,3.33654
"y4_r1773_c0.ome.tif",0,7239,1.51174e+08,144.171,433.646
"y6_r582_c1.ome.tif",0,17,276271,0.263473,0.988592
"y8_r1292_c0.ome.tif",0,58027,1.63619e+09,1560.39,5246.9
"y4_r1961_c1.ome.tif",0,3,100323,0.0956755,0.388356
"y6_r556_c0.ome.tif",0,34,103108,0.0983315,0.84409
"y4_r1935_c0.ome.tif",0,8130,1.63438e+08,155.866,486.699
"y1_r885_c0.ome.tif",0,38029,7.25809e+08,692.185,2413.83
"y8_r1454_c0.ome.tif",0,35378,2.12333e+09,2024.96,5119.46
"y6_r744_c1.ome.tif",0,39,240296,0.229164,0.884949
"y8_r1561_c1.ome.tif",0,35597,1.48946e+09,1420.46,3005.45
"y4_r1854_c0.ome.tif",0,9188,1.75343e+08,167.22,549.153
"y9_r2316_c1.ome.tif",0,65534,9.78512e+08,933.182,3400.91
"y6_r475_c0.ome.tif",0,90,685597,0.653836,3.90653
"y1_r992_c1.ome.tif",0,21459,8.59534e+07,81.9715,429.456
"y8_r1373_c0.ome.tif",0,59580,1.94889e+09,1858.6,5656.53
"y6_r663_c1.ome.tif",0,18,156872,0.149605,0.683329
"y4_r1692_c0.ome.tif",0,95,1.83174e+06,1.74689,6.13252
"y4_r1880_c1.ome.tif",0,3,109600,0.104523,0.41567
"y1_r966_c0.ome.tif",0,25329,3.66328e+08,349.357,1282.56
"y6_r637_c0.ome.tif",0,41,272161,0.259553,1.82231
"y8_r1535_c0.ome.tif",0,41435,6.2966e+08,600.49,2927.3
"y6_r790_c0.ome.tif",0,23,314141,0.299588,1.35846
"y9_r2443_c0.ome.tif",0,65535,3.26471e+09,3113.47,8250.21
"y4_r2187_c0.ome.tif",0,6268,1.37131e+08,130.779,385.171
"y0_r222_c0.ome.tif",0,39,850950,0.811529,2.48772
"y1_r1111_c1.ome.tif",0,17756,6.63208e+08,632.484,1565.06
"y4_r1808_c1.ome.tif",0,65513,1.45767e+09,1390.14,4619.06
"y5_r449_c0.ome.tif",0,66,816836,0.778996,2.44802
"y8_r1327_c1.ome.tif",0,26071,5.02459e+08,479.182,1545.11
"y0_r33_c0.ome.tif",0,26,607294,0.579161,1.94514
"y4_r1727_c1.ome.tif",0,3,52086,0.0496731,0.271243
"y4_r2268_c0.ome.tif",0,6146,1.3169e+08,125.589,393.002
"y9_r2524_c0.ome.tif",0,65535,2.96505e+09,2827.69,7566.99
"y1_r1004_c0.ome.tif",0,20071,5.53168e+08,527.542,1491
"y0_r303_c0.ome.tif",0,39,346137,0.330102,1.83354
"y1_r839_c1.ome.tif",0,12820,3.12274e+07,29.7808,242.659
"y1_r1030_c1.ome.tif",0,4269,3.45619e+06,3.29608,24.4844
"y0_r141_c0.ome.tif",0,30,1.33476e+06,1.27293,2.7936
"y8_r1408_c1.ome.tif",0,43266,1.90733e+09,1818.97,3731.04
"y5_r394_c1.ome.tif",0,13,135442,0.129168,0.540205
"y9_r2362_c0.ome.tif",0,65535,2.64274e+09,2520.32,7075.15
"y9_r2550_c1.ome.tif",0,41150,7.00678e+08,668.218,2270.74
"y0_r6_c0.ome.tif",0,32,946478,0.902632,2.58832
"y0_r23_c1.ome.tif",0,46,248848,0.23732,1.87008
"y6_r754_c0.ome.tif",0,49,296334,0.282606,2.24067
"y5_r439_c1.ome.tif",0,31,277753,0.264886,1.03248
"y9_r2407_c0.ome.tif",0,65535,2.27079e+09,2165.59,6211.95
"y4_r1971_c0.ome.tif",0,9179,1.67748e+08,159.977,478.664
"y9_r2433_c1.ome.tif",0,65531,2.23048e+09,2127.15,5419.49
"y4_r2177_c1.ome.tif",0,65427,6.67104e+08,636.2,2745.88
"y6_r592_c0.ome.tif",0,81,455966,0.434843,2.91591
"y6_r780_c1.ome.tif",0,15,216162,0.206148,0.80912
"y8_r1490_c0.ome.tif",0,40085,2.04633e+09,1951.53,4767.87
"y0_r212_c1.ome.tif",0,19,797201,0.76027,2.46968
"y4_r2096_c1.ome.tif",0,65534,1.39046e+09,1326.05,4857.68
"y4_r1890_c0.ome.tif",0,8175,1.8994e+08,181.141,561.813
"y9_r2352_c1.ome.tif",0,65533,2.06293e+09,1967.37,6478.91
"y0_r131_c1.ome.tif",0,23,1.31552e+06,1.25458,3.46156
"y6_r673_c0.ome.tif",0,48,160243,0.15282,1.33271
"y4_r2258_c1.ome.tif",0,3,72766,0.0693951,0.339985
"y9_r2514_c1.ome.tif",0,57794,6.16586e+08,588.022,2224.58
"y9_r2326_c0.ome.tif",0,65535,2.34162e+09,2233.15,6439.09
"y8_r1571_c0.ome.tif",0,51520,1.83191e+09,1747.05,4568.35
"y0_r105_c0.ome.tif",0,30,858838,0.819052,2.40359
"y1_r956_c1.ome.tif",0,40452,2.45647e+08,234.268,1198.9
"y6_r627_c1.ome.tif",0,20,142663,0.136054,0.662735
"y8_r1337_c0.ome.tif",0,32784,2.40707e+09,2295.57,4976.88
"y8_r1525_c1.ome.tif",0,28977,1.92753e+09,1838.24,3621.58
"y4_r1818_c0.ome.tif",0,5743,1.02418e+08,97.6732,370.958
"y4_r1682_c1.ome.tif",0,60,1.08952e+06,1.03905,3.01038
"y1_r1121_c0.ome.tif",0,1007,5.57417e+07,53.1595,116.846
"y8_r1363_c1.ome.tif",0,34327,2.07076e+09,1974.83,4091.5
"y4_r1844_c1.ome.tif",0,3,53358,0.0508862,0.288763
"y6_r708_c1.ome.tif",0,21,139750,0.133276,0.712724
"y8_r1418_c0.ome.tif",0,37215,2.48623e+09,2371.06,5015.48
"y1_r1040_c0.ome.tif",0,53823,6.103e+08,582.027,2263.66
"y1_r849_c0.ome.tif",0,23047,3.81033e+08,363.381,1066.73
"y9_r2560_c0.ome.tif",0,65535,2.84324e+09,2711.53,7157.04
"y8_r1282_c1.ome.tif",0,34687,1.51889e+09,1448.52,2987.97
"y4_r1763_c1.ome.tif",0,65472,9.35266e+08,891.94,4212
"y2_r1648_c1.ome.tif",0,27,1.115e+06,1.06335,2.49991
"y1_r1202_c0.ome.tif",0,2841,3.18829e+07,30.4059,76.8896
"y4_r1737_c0.ome.tif",0,6762,1.48605e+08,141.721,437.901
"y8_r1444_c1.ome.tif",0,34619,1.99936e+09,1906.74,3688.59
"y1_r875_c1.ome.tif",0,16989,1.2555e+08,119.733,595.484
"y4_r1925_c1.ome.tif",0,25945,1.79053e+08,170.758,484.25
"y6_r546_c1.ome.tif",0,11,69780,0.0665474,0.404526
"y8_r1256_c0.ome.tif",0,39015,1.70893e+09,1629.76,4451.33
"y8_r1472_c0.ome.tif",0,38379,1.77842e+09,1696.03,3785.55
"y6_r762_c1.ome.tif",0,18,251220,0.239582,0.876022
"y9_r2415_c1.ome.tif",0,46629,5.2483e+08,500.517,1920.62
"y4_r1953_c0.ome.tif",0,14441,1.12362e+08,107.157,505.991
"y4_r2159_c1.ome.tif",0,3,108632,0.1036,0.415988
"y6_r574_c0.ome.tif",0,35,134880,0.128632,1.04816
"y2_r1676_c0.ome.tif",0,26,927367,0.884406,2.23249
"y4_r1791_c0.ome.tif",0,9780,1.65387e+08,157.725,546.327
"y6_r736_c0.ome.tif",0,39,145984,0.139221,1.27093
"y2_r1595_c0.ome.tif",0,14,394300,0.376034,1.13641
"y9_r2308_c0.ome.tif",0,65535,2.20386e+09,2101.76,5879.13
"y8_r1553_c0.ome.tif",0,46156,8.03028e+08,765.827,3227.6
"y6_r655_c0.ome.tif",0,55,482275,0.459933,2.4994
"y1_r984_c0.ome.tif",0,17523,4.68617e+08,446.908,1143.89
"y8_r1391_c0.ome.tif",0,35288,4.88906e+08,466.257,2265.74
"y6_r681_c1.ome.tif",0,18,114372,0.109074,0.535214
"y6_r493_c0.ome.tif",0,39,459861,0.438558,2.10299
"y4_r2078_c1.ome.tif",0,3,103223,0.0984411,0.40597
"y9_r2334_c1.ome.tif",0,44608,6.51349e+08,621.175,1908.18
"y4_r1872_c0.ome.tif",0,7147,1.32922e+08,126.764,392.878
"y0_r113_c1.ome.tif",0,26,1.25658e+06,1.19837,3.5505
"y8_r1345_c1.ome.tif",0,20966,1.02682e+09,979.25,2124.16
"y4_r1826_c1.ome.tif",0,3,79371,0.0756941,0.354947
"y5_r467_c0.ome.tif",0,49,755918,0.7209,2.24966
"y0_r51_c0.ome.tif",0,25,735332,0.701267,2.02744
"y1_r1103_c0.ome.tif",0,1502,5.13899e+07,49.0093,113.17
"y8_r1507_c1.ome.tif",0,27338,1.70571e+09,1626.7,3208.89
"y0_r240_c0.ome.tif",0,80,799875,0.76282,3.50276
"y1_r938_c1.ome.tif",0,36293,3.2118e+07,30.6301,336.029
"y6_r609_c1.ome.tif",0,17,191630,0.182753,0.882537
"y8_r1319_c0.ome.tif",0,32373,2.94445e+09,2808.05,5674.61
"y9_r2461_c0.ome.tif",0,65535,3.17294e+09,3025.95,7700.65
"y4_r1719_c0.ome.tif",0,2192,3.28736e+07,31.3508,79.4098
"y8_r1426_c1.ome.tif",0,40103,1.58151e+09,1508.24,3784.55
"y6_r528_c1.ome.tif",0,16,223695,0.213332,0.870534
